-115.0	0.0	0.0
-114.0	0.0	0.0
-113.0	0.0	0.0
-112.0	0.0	0.0
-111.0	0.0	0.0
-110.0	0.0	0.0
-109.0	0.0	0.0
-108.0	0.0	0.0
-107.0	0.0	0.0
-106.0	0.0	0.0
-105.0	0.0	0.0
-104.0	0.0	0.0
-103.0	0.0	0.0
-102.0	0.0	0.0
-101.0	0.0	0.0
-100.0	0.0	0.0
-99.0	0.0	0.0
-98.0	0.0	0.0
-97.0	0.0	0.0
-96.0	0.0	0.0
-95.0	0.0	0.0
-94.0	0.0	0.0
-93.0	0.0	0.0
-92.0	0.0	0.0
-91.0	0.0	0.0
-90.0	0.0	0.0
-89.0	0.0	0.0
-88.0	0.0	0.0
-87.0	0.0	0.0
-86.0	0.0	0.0
-85.0	0.0	0.0
-84.0	0.0	0.0
-83.0	0.0	0.0
-82.0	0.0	0.0
-81.0	0.0	0.0
-80.0	0.0	0.0
-79.0	0.0	0.0
-78.0	0.0	0.0
-77.0	0.0	0.0
-76.0	0.0	0.0
-75.0	0.0	0.0
-74.0	0.0	0.0
-73.0	0.0	0.0
-72.0	0.0	0.0
-71.0	0.0	0.0
-70.0	0.0	0.0
-69.0	0.0	0.0
-68.0	0.0	0.0
-67.0	0.0	0.0
-66.0	0.0	0.0
-65.0	0.0	0.0
-64.0	0.0	0.0
-63.0	0.0	0.0
-62.0	0.0	0.0
-61.0	0.0	0.0
-60.0	0.0	0.0
-59.0	0.0	0.0
-58.0	0.0	0.0
-57.0	0.0	0.0
-56.0	0.0	0.0
-55.0	0.0	0.0
-54.0	0.0	0.0
-53.0	0.0	0.0
-52.0	0.0	0.0
-51.0	0.0	0.0
-50.0	0.0	0.0
-49.0	0.0	0.0
-48.0	0.0	0.0
-47.0	0.0	0.0
-46.0	0.0	0.0
-45.0	0.0	0.0
-44.0	0.0	0.0
-43.0	0.0	0.0
-42.0	0.0	0.0
-41.0	0.0	0.0
-40.0	0.0	0.001068911404849232
-39.0	0.0	0.0009207240218598933
-38.0	0.0	0.0008379840949265456
-37.0	0.0	0.0011381941180130342
-36.0	0.0	0.0011729896088337945
-35.0	0.0	0.000989576099708583
-34.0	0.0	0.0009692902214152809
-33.0	0.00019815771197014183	0.000523000863895488
-32.0	0.0012055062787739935	0.0
-31.0	0.0017314947605751789	0.0
-30.0	0.0018831793339840277	0.0
-29.0	0.001629193930741299	0.0
-28.0	0.000794491159984474	0.0
-27.0	0.0	0.00025921245176285107
-26.0	0.0	0.00024244013269743235
-25.0	0.0	0.00036987760445976887
-24.0	0.00036532000705460113	5.487421966829323e-5
-23.0	0.0001395530627257345	0.00017966195514723454
-22.0	0.0	0.0005248230184547046
-21.0	0.000995854447886544	0.0
-20.0	0.0020170901985219593	0.0
-19.0	0.002812699589628802	0.0
-18.0	0.0037883862602905707	0.0
-17.0	0.0043514372459610585	0.0
-16.0	0.00517847692162801	0.0
-15.0	0.0	0.0032149815211562835
-14.0	0.004910317866868678	0.0
-13.0	0.004593343373784698	0.0
-12.0	0.005076007381958216	0.0
-11.0	0.006489009697279487	0.0
-10.0	0.007986781394905296	0.0
-9.0	0.0	0.0073576310417737085
-8.0	0.0	0.007824241284739238
-7.0	0.009495492316687575	0.0
-6.0	0.01907221466416621	0.0
-5.0	0.0372318953845923	0.0
-4.0	0.0	0.0709176650838336
-3.0	0.0	0.047107334333887085
-2.0	0.2392835237836434	0.0
-1.0	0.37414072030673146	0.20670313908357463
0.0	0.0	0.6691993268183787
1.0	0.31353075293342003	0.24860291701310427
2.0	0.24986747334372206	0.0
3.0	0.0	0.06564020543481552
4.0	0.0	0.06327818468677672
5.0	0.043257001676158285	0.0
6.0	0.017629259086498827	0.0
7.0	0.002671097377055772	0.0056215876357951135
8.0	0.0	0.008202049473152308
9.0	0.0	0.008373324798579957
10.0	0.008876390046982787	0.0
11.0	0.0065026248891508895	0.0
12.0	0.005277066467008054	0.0
13.0	0.004622464479083489	0.0
14.0	0.0	0.0034411626678933207
15.0	0.0	0.0034249267590680185
16.0	0.0	0.0034836715185215107
17.0	0.003989156444944427	0.0
18.0	0.0034520396288599143	0.0
19.0	0.0031118857770457632	0.0
20.0	0.0032573267585352195	0.0
21.0	0.0033790789511327335	0.0
22.0	0.0032333518256600037	0.0
23.0	8.942258583342132e-5	0.00248789769066818
24.0	0.0	0.0024650840505184095
25.0	0.0	0.002032303201701075
26.0	0.0	0.0016874983102025062
27.0	0.0	0.0014712564142063673
28.0	0.0022951594745678006	0.0
29.0	0.0027391773138572928	0.0
30.0	0.002887951581257731	0.0
31.0	0.002334767575355576	0.0
32.0	0.0	0.0012666927250579126
33.0	0.0	0.0009150153193195517
34.0	0.0	0.0013112195194389022
35.0	0.0	0.0014375485520813581
36.0	0.0	0.0012740218706726834
37.0	0.0	0.0014056727824594362
38.0	0.0	0.001224036722359683
39.0	0.0	0.001349672001276625
40.0	0.0	0.001381195105333326
41.0	0.0	0.0
42.0	0.0	0.0
43.0	0.0	0.0
44.0	0.0	0.0
45.0	0.0	0.0
46.0	0.0	0.0
47.0	0.0	0.0
48.0	0.0	0.0
49.0	0.0	0.0
50.0	0.0	0.0
51.0	0.0	0.0
52.0	0.0	0.0
53.0	0.0	0.0
54.0	0.0	0.0
55.0	0.0	0.0
56.0	0.0	0.0
57.0	0.0	0.0
58.0	0.0	0.0
59.0	0.0	0.0
60.0	0.0	0.0
61.0	0.0	0.0
62.0	0.0	0.0
63.0	0.0	0.0
64.0	0.0	0.0
65.0	0.0	0.0
66.0	0.0	0.0
67.0	0.0	0.0
68.0	0.0	0.0
69.0	0.0	0.0
70.0	0.0	0.0
71.0	0.0	0.0
72.0	0.0	0.0
73.0	0.0	0.0
74.0	0.0	0.0
75.0	0.0	0.0
76.0	0.0	0.0
77.0	0.0	0.0
78.0	0.0	0.0
79.0	0.0	0.0
80.0	0.0	0.0
81.0	0.0	0.0
82.0	0.0	0.0
83.0	0.0	0.0
84.0	0.0	0.0
85.0	0.0	0.0
86.0	0.0	0.0
87.0	0.0	0.0
88.0	0.0	0.0
89.0	0.0	0.0
90.0	0.0	0.0
91.0	0.0	0.0
92.0	0.0	0.0
93.0	0.0	0.0
94.0	0.0	0.0
95.0	0.0	0.0
96.0	0.0	0.0
97.0	0.0	0.0
98.0	0.0	0.0
99.0	0.0	0.0
100.0	0.0	0.0
101.0	0.0	0.0
102.0	0.0	0.0
103.0	0.0	0.0
104.0	0.0	0.0
105.0	0.0	0.0
106.0	0.0	0.0
107.0	0.0	0.0
108.0	0.0	0.0
109.0	0.0	0.0
110.0	0.0	0.0
111.0	0.0	0.0
112.0	0.0	0.0
113.0	0.0	0.0
114.0	0.0	0.0
115.0	0.0	0.0
